"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"134";"RES-311152";"SM8MO-122";81899;30;"NULL";"Greece";"34";"0.00";"2019";"11/7/2022";11;"11/1/2022";13;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"54269";"508-MO";"CXAR";"CXAR";"0.00";"0.00";"806.45";"Retail-Call center-Call center";"Retail";26;"BMW";"White";"Sixt Plus";"IN";"0.00";"0.00"
"3786";"RES-373117";"SM701-21216";293423;9;"Sixt";"Greece";"45";"0.00";"2019";"4/9/2022";11;"24/7/2022";6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"31097";"701";"MDMR";"MDMR";"118.08";"0.00";"441.95";"Retail-Sixt-Sixt";"Retail";2;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"30847";"RES-358129";"SM302-35866";444650;3;"Travel Corporate Agencies";"Greece";"52";"86.89";"2019";"27/6/2022";11;"21/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"26680";"302";"EDMR";"EDMR";"0.00";"0.00";"69.72";"Retail-Call center-Call center";"Retail";0;"Nissan";"White";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"10855";"RES-371672";"SM002-79482";400786;31;"Corporate";"Greece";"53";"0.00";"2019";"19/7/2022";13;"20/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"64603";"2";"EDMR";"EDMR";"0.00";"0.00";"976.34";"Corporate-Call center-Call center";"Corporate";3;"Nissan";"White";"Corporate rates 3 seasons";"IN";"0.00";"14.92"
"4589";"RES-355054";"SM002-76027";329717;3;"Sixt";"Greece";"46";"0.00";"2019";"15/6/2022";18;"14/6/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"53355";"2";"MDMR";"MDMR";"28.71";"0.00";"111.50";"Retail-Sixt-Sixt";"Retail";9;"Skoda";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"25590";"RES-361765";"SM802-9794";448459;7;"Sixt";"France";"21";"0.00";"2019";"23/7/2022";19;"29/6/2022";20;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"45834";"802";"MDAR";"MDAR";"66.99";"110.11";"669.20";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"16978";"RES-344335";"SM508-5242";430275;6;"Sixt";"Israel";"51";"0.00";"2019";"7/6/2022";12;"25/5/2022";14;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"67509";"508";"MDAR";"MDAR";"23.70";"21.78";"376.95";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"70.85";"0.00"
"12875";"RES-326810";"SM701-18286";410203;7;"Sixt";"Germany";"55";"0.00";"2019";"17/6/2022";21;"2/4/2022";18;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"32756";"701";"EDMR";"EDMR";"91.84";"25.28";"465.88";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"12971";"RES-336595";"NULL";422101;3;"Walk in";"Blank";"NULL";"0.00";"NULL";"27/6/2022";17;"12/5/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"IFMR";"IFMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"NULL";"NULL";"Walk In Rates";"CNC";"0.00";"0.00"
"2599";"RES-333372";"NULL";232229;12;"Sixt";"Austria";"52";"0.00";"NULL";"26/8/2022";14;"23/4/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"SVMR";"SVMR";"0.00";"0.00";"1836.38";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"8648";"RES-389012";"NULL";396173;11;"Sixt";"Germany";"56";"0.00";"NULL";"21/9/2022";19;"30/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDAR";"EDAR";"0.00";"0.00";"455.59";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"33117";"RES-358614";"SM503-5975";445162;4;"NULL";"Hungary";"42";"99.99";"2022";"28/6/2022";18;"22/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"6380";"503";"MDMR";"MDMR";"0.00";"0.00";"80.64";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"52.48";"0.00"
"53384";"RES-395945";"NULL";486916;7;"Online Broker";"Blank";"NULL";"448.46";"NULL";"24/9/2022";15;"14/9/2022";14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"FFAR";"FFAR";"62.09";"0.00";"431.55";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"46455";"RES-379764";"SM3MO-1602";468438;30;"Walk in";"Greece";"47";"0.00";"2022";"10/8/2022";18;"9/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13474";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"114.69";"Retail-Call center-Call center";"Retail";12;"BMW";"Grey";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"54286";"RES-396775";"SM503-9187";487882;3;"Sixt";"Switzerland";"31";"0.00";"2019";"17/9/2022";9;"16/9/2022";15;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"67957";"503";"MDMR";"MDMR";"46.62";"0.00";"173.27";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"43.92"
"14837";"RES-338903";"SM003-31398";425424;6;"Sixt";"United Kingdom";"58";"0.00";"2022";"3/6/2022";9;"23/5/2022";13;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1310";"3";"CDAR";"EDMR";"43.08";"0.00";"282.38";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"31.94";"72.00"
"13932";"RES-332677";"SM302-35701";416153;8;"Sixt";"Hong Kong";"47";"0.00";"2021";"24/6/2022";19;"21/4/2022";7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"11048";"302";"SFMR";"SFMR";"0.00";"321.60";"782.41";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Black";"Sixt Import Rates";"IN";"101.56";"0.00"
"54912";"RES-378627";"SM002-82631";467065;10;"Sixt";"Italy";"38";"0.00";"2019";"28/8/2022";1;"6/8/2022";17;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"48442";"2";"EDMR";"EDMR";"95.70";"36.30";"457.85";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"37887";"RES-368793";"SM302-37585";455967;3;"Walk in";"Greece";"58";"0.00";"2019";"30/7/2022";1;"13/7/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"39517";"302";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Skoda";"Blue";"Walk In Rates";"IN";"59.95";"0.00"
"39152";"RES-367519";"SM508-5425";454593;2;"Walk in";"Poland";"40";"0.00";"2019";"11/7/2022";14;"11/7/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"72831";"508";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Walk In Rates";"IN";"53.56";"0.00"
"40493";"RES-364829";"SM721-254";451618;4;"Sixt";"Spain";"30";"0.00";"2019";"10/7/2022";14;"6/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"37265";"721";"MDMR";"MDMR";"0.00";"0.00";"181.27";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"47.00";"0.00"
"4037";"RES-388870";"SM002-85143";246206;15;"Sixt";"Germany";"55";"0.00";"2019";"23/9/2022";20;"29/8/2022";22;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"74312";"2";"EDAR";"EDAR";"60.15";"0.00";"589.15";"Retail Brokers Sixt";"Retail";1;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"61086";"RES-399705";"SM312-20202";491317;6;"NULL";"United States of America";"58";"186.59";"2019";"24/9/2022";14;"23/9/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"59105";"312";"CDMR";"EDMR";"0.00";"0.00";"231.09";"Retail Brokers Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"111.75";"0.00"
"230";"RES-328035";"SM3MO-1556";117571;30;"Corporate";"Greece";"45";"0.00";"2021";"5/8/2022";14;"6/4/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"38000";"003-MO";"CFMR";"CFMR";"0.00";"0.00";"368.00";"Corporate-Call center-Call center";"Corporate";44;"Renault";"Red";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"45334";"RES-376000";"NULL";464036;5;"Sixt";"France";"44";"0.00";"NULL";"4/8/2022";19;"31/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"322.69";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"20383";"RES-350899";"SM701-18426";436912;7;"Sixt";"United States of America";"50";"0.00";"2022";"22/6/2022";11;"5/6/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"244";"701";"CXMR";"EDMR";"0.00";"0.00";"422.79";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"0.00";"236.85"
"4158";"RES-349384";"SM002-76541";298296;3;"Sixt";"France";"38";"0.00";"2022";"20/6/2022";16;"2/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3480";"2";"MDMR";"MDMR";"0.00";"0.00";"112.84";"Retail-Sixt-Sixt";"Retail";1;"Fiat";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"50041";"RES-381293";"NULL";470097;4;"Sixt";"Poland";"53";"0.00";"NULL";"15/9/2022";13;"12/8/2022";22;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"NULL";"2";"CWMR";"CWMR";"73.72";"0.00";"358.27";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"11602";"RES-349423";"SM503-5007";411979;2;"Corporate";"Greece";"55";"0.00";"2022";"6/6/2022";9;"2/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4440";"503";"MDMR";"MDMR";"0.00";"0.00";"63.63";"Corporate-Call center-Call center";"Corporate";1;"Fiat";"White";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"62380";"NULL";"SM609-14016";468036;4;"Walk in";"Israel";"46";"0.00";"2022";"8/8/2022";20;"8/8/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2971";"609";"CDAR";"CDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Skoda";"Grey";"Walk In Rates";"IN";"NULL";"NULL"
"17210";"RES-344303";"SM002-77229";430240;7;"Sixt";"Germany";"68";"0.00";"2019";"26/6/2022";16;"25/5/2022";13;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"71729";"2";"CCMR";"EDMR";"24.85";"0.00";"395.20";"Retail Brokers Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"12163";"RES-387196";"NULL";413066;9;"Sixt";"United States of America";"55";"0.00";"NULL";"2/9/2022";17;"25/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"CDAR";"CDAR";"0.00";"0.00";"450.77";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"27819";"RES-366757";"SM312-17839";453725;7;"Sixt";"United Kingdom";"29";"0.00";"2022";"18/7/2022";13;"9/7/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"6091";"312";"EDMR";"EDMR";"0.00";"0.00";"215.79";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"67022";"NULL";"SM701-17956";419819;31;"NULL";"Greece";"68";"0.00";"2019";"4/6/2022";14;"5/5/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"25537";"701";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Plus";"IN";"NULL";"NULL"
"48883";"RES-380117";"SM002-82265";468814;29;"Sixt";"Germany";"31";"1078.84";"2019";"23/8/2022";16;"10/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"28652";"2";"CDMR";"CDMR";"0.00";"0.00";"870.03";"Corporate-Sixt-Sixt";"Corporate";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"49199";"RES-388453";"SM508-5916";478153;4;"Sixt";"Germany";"40";"0.00";"2019";"23/9/2022";11;"28/8/2022";23;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"61790";"508";"MDMR";"MDMR";"14.20";"0.00";"111.78";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"57262";"RES-391802";"SM503-9290";481962;7;"Sixt";"France";"32";"0.00";"2022";"19/9/2022";17;"4/9/2022";22;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"17142";"503";"CCMR";"MDMR";"50.26";"25.40";"224.59";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"25555";"RES-361865";"SM812-6223";448545;7;"NULL";"France";"52";"296.06";"2022";"16/7/2022";18;"30/6/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4850";"812";"MDMR";"MDMR";"0.00";"0.00";"253.04";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"87.61";"0.00"
"23471";"RES-352285";"SM002-75677";438332;7;"NULL";"Lithuania";"60";"174.72";"2022";"11/6/2022";23;"8/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"7555";"2";"MDMR";"MDMR";"0.00";"0.00";"140.90";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"49601";"RES-384281";"SM712-18397";473450;3;"NULL";"United States of America";"38";"193.68";"2022";"19/8/2022";18;"19/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1137";"712";"MDAR";"MDAR";"0.00";"0.00";"156.19";"Retail Brokers Sixt";"Retail";0;"Hyundai";"Red";"Sixt Import Rates";"IN";"65.41";"0.00"
"6352";"RES-352047";"SM003-32118";329869;4;"Sixt";"Greece";"47";"0.00";"2021";"24/6/2022";9;"8/6/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35759";"3";"EDMR";"EDMR";"0.00";"0.00";"208.18";"Retail-Sixt-Sixt";"Retail";7;"Opel";"Grey";"Sixt Import Rates";"IN";"52.22";"0.00"
"43516";"RES-381641";"SM721-539";470527;2;"Sixt";"France";"53";"0.00";"2019";"14/8/2022";13;"13/8/2022";18;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"38279";"721";"EDMR";"EDMR";"19.14";"0.00";"121.59";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"12573";"RES-372562";"SM003-33144";406045;3;"Walk in";"United Kingdom";"77";"0.00";"2017";"22/7/2022";17;"22/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"92429";"3";"EDAR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";2;"VW";"White";"Walk In Rates";"IN";"79.92";"0.00"
"7936";"RES-251992";"SM3MO-1387";325428;30;"NULL";"Greece";"68";"0.00";"2019";"8/6/2022";12;"6/5/2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82167";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";10;"BMW";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"18085";"RES-347908";"NULL";433942;4;"Sixt";"United States of America";"NULL";"0.00";"NULL";"11/6/2022";10;"31/5/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"712";"MDMR";"MDMR";"0.00";"0.00";"227.86";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"833";"RES-208858";"SM3MO-1650";178659;30;"Corporate";"Greece";"70";"0.00";"2021";"31/8/2022";14;"12/5/2020";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"16117";"003-MO";"PFAR";"PFAH";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";29;"Land Rover";"White";"Corporate 3";"IN";"0.00";"0.00"
"17870";"RES-353519";"SM812-5772";425302;2;"Walk in";"Greece";"36";"0.00";"2019";"11/6/2022";22;"11/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"36757";"812";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";1;"Citroen";"White";"Walk In Rates";"IN";"25.02";"0.00"
"64123";"NULL";"SM712-18185";469676;2;"Walk in";"Portugal";"58";"0.00";"2022";"12/8/2022";8;"12/8/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"10415";"712";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"9113";"RES-239163";"SM3MO-1456";321093;30;"Corporate";"Greece";"38";"0.00";"2019";"9/7/2022";12;"15/10/2020";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"50290";"003-MO";"CDMR";"CDMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";14;"Opel";"Blue";"Corporate 3";"IN";"0.00";"0.00"
"45903";"RES-379865";"NULL";468558;13;"NULL";"Israel";"NULL";"336.31";"NULL";"27/9/2022";23;"9/8/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"271.22";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"66970";"NULL";"SM701-18132";438459;2;"Walk in";"United Arab Emirates";"26";"0.00";"2019";"11/6/2022";20;"11/6/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"40996";"701";"EXAR";"EXAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Audi";"White";"Walk In Rates";"IN";"NULL";"NULL"
"32490";"RES-364083";"SM312-17456";450956;5;"NULL";"Netherlands";"24";"230.04";"2019";"8/7/2022";19;"4/7/2022";22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"60599";"312";"MDMR";"MDMR";"0.00";"18.15";"205.85";"Retail Brokers Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"15174";"RES-339390";"NULL";425881;7;"Online Broker";"Austria";"NULL";"454.65";"NULL";"2/9/2022";16;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"EDAR";"EDAR";"0.00";"0.00";"366.65";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"39781";"RES-361422";"NULL";448072;5;"Sixt";"Blank";"25";"0.00";"NULL";"3/8/2022";9;"28/6/2022";22;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"47.85";"18.15";"528.03";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47222";"RES-382459";"SM003-34007";471453;12;"Sixt";"Italy";"51";"0.00";"2021";"16/8/2022";13;"15/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"26192";"3";"EDMR";"MDMR";"0.00";"0.00";"294.78";"Retail Brokers Sixt";"Retail";0;"Opel";"Black";"Sixt Import Rates";"IN";"133.17";"43.70"
"32408";"RES-363765";"SM302-36369";450654;4;"Sixt";"France";"33";"0.00";"2022";"8/7/2022";13;"4/7/2022";13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2735";"302";"CFAR";"CFAR";"0.00";"14.44";"359.62";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"33799";"RES-363850";"SM609-13296";450746;9;"Sixt";"Germany";"27";"0.00";"2022";"18/7/2022";9;"4/7/2022";15;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1885";"609";"MDMR";"MDMR";"64.62";"0.00";"505.12";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"705";"RES-359385";"SM002-78254";133583;1;"Sixt";"France";"63";"0.00";"2019";"7/7/2022";15;"24/6/2022";2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"30740";"2";"CWMR";"CWMR";"0.00";"3.63";"137.03";"Retail-Sixt-Sixt";"Retail";5;"Fiat";"White";"Sixt Import Rates";"IN";"32.03";"0.00"
"34391";"RES-353388";"NULL";439398;2;"Sixt";"United States of America";"NULL";"0.00";"NULL";"11/6/2022";8;"10/6/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"SVMR";"SVMR";"0.00";"0.00";"228.18";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"20864";"RES-356378";"SM701-18422";442712;1;"Sixt";"United States of America";"26";"0.00";"2017";"22/6/2022";9;"17/6/2022";17;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"59076";"701";"MDAR";"MDAR";"9.57";"0.00";"130.84";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"14051";"RES-348385";"SM503-4848";405006;2;"Sixt";"Greece";"30";"0.00";"2019";"2/6/2022";11;"31/5/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"58820";"503";"EDMR";"EDMR";"0.00";"0.00";"81.76";"Retail Brokers Sixt";"Retail";1;"Hyundai";"White";"Sixt Import Rates";"IN";"26.24";"0.00"
"40281";"RES-364810";"SM812-6083";451598;5;"Sixt";"Germany";"50";"0.00";"2022";"6/7/2022";13;"6/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"2246";"812";"MDMR";"MDMR";"0.00";"0.00";"184.93";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"62.57";"0.00"
"33456";"RES-366227";"SM302-36593";453107;4;"Sixt";"United Arab Emirates";"52";"0.00";"2019";"12/7/2022";11;"8/7/2022";18;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"52957";"302";"EDAR";"EDAR";"38.28";"0.00";"369.37";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"12.71";"0.00"
"8427";"RES-314691";"NULL";399266;10;"Sixt";"France";"69";"1155.56";"NULL";"2/6/2022";9;"6/2/2022";18;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"NULL";"3";"CFAR";"CFAR";"0.00";"0.00";"931.90";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"39206";"RES-373087";"SM701-19670";460734;8;"Sixt";"Russia";"38";"0.00";"2022";"27/7/2022";15;"23/7/2022";23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"1725";"701";"MTMR";"MTMR";"76.56";"0.00";"1040.77";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"59.71";"0.00"
"42919";"RES-380537";"SM812-6575";469292;7;"Sixt";"Norway";"46";"0.00";"2018";"12/8/2022";13;"11/8/2022";12;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"54566";"812";"MDMR";"MDMR";"0.00";"26.92";"278.15";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"87.61";"0.00"
"42313";"RES-365331";"SM312-17810";452138;3;"Sixt";"United States of America";"33";"0.00";"2019";"17/7/2022";19;"7/7/2022";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"31947";"312";"EDAR";"EDAR";"0.00";"0.00";"337.21";"Retail Brokers Sixt";"Retail";0;"Peugeot";"Grey";"Sixt Import Rates";"IN";"55.88";"0.00"
